Annotation_Label,CL_Label,CL_ID,CL_Match
"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta T cell",CL:0000624,
"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta T cell",CL:0000625,
olfactory granule cell,olfactory granule cell,CL:0000626,
transporting cell,transporting cell,CL:0000627,
photosynthetic cell,photosynthetic cell,CL:0000628,
storage cell,storage cell,CL:0000629,
supporting cell,supporting cell,CL:0000630,
labyrinth supporting cell,labyrinth supporting cell,CL:0000631,
hepatic stellate cell,hepatic stellate cell,CL:0000632,
Hensen cell,Hensen cell,CL:0000633,
Claudius cell,Claudius cell,CL:0000634,
Deiter's cell,Deiter's cell,CL:0000635,
Mueller cell,Mueller cell,CL:0000636,
chromophil cell of anterior pituitary gland,chromophil cell of anterior pituitary gland,CL:0000637,
acidophil cell of pars distalis of adenohypophysis,acidophil cell of pars distalis of adenohypophysis,CL:0000638,
basophil cell of pars distalis of adenohypophysis,basophil cell of pars distalis of adenohypophysis,CL:0000639,
chromophobe cell,chromophobe cell,CL:0000641,
folliculostellate cell,folliculostellate cell,CL:0000642,
Bergmann glial cell,Bergmann glial cell,CL:0000644,
pituicyte,pituicyte,CL:0000645,
basal cell,basal cell,CL:0000646,
multinucleated giant cell,multinucleated giant cell,CL:0000647,
kidney granular cell,kidney granular cell,CL:0000648,
prickle cell,prickle cell,CL:0000649,
mesangial cell,mesangial cell,CL:0000650,
mucous neck cell,mucous neck cell,CL:0000651,
pinealocyte,pinealocyte,CL:0000652,
podocyte,podocyte,CL:0000653,
primary oocyte,primary oocyte,CL:0000654,
secondary oocyte,secondary oocyte,CL:0000655,
primary spermatocyte,primary spermatocyte,CL:0000656,
secondary spermatocyte,secondary spermatocyte,CL:0000657,
cuticle secreting cell,cuticle secreting cell,CL:0000658,
eggshell secreting cell,eggshell secreting cell,CL:0000659,
glycocalyx secreting cell,glycocalyx secreting cell,CL:0000660,
distal tip cell (sensu Nematoda),distal tip cell (sensu Nematoda),CL:0000661,
neuroglioblast (sensu Nematoda),neuroglioblast (sensu Nematoda),CL:0000662,
fenestrated cell,fenestrated cell,CL:0000666,
collagen secreting cell,collagen secreting cell,CL:0000667,
pericyte,pericyte,CL:0000669,
primordial germ cell,primordial germ cell,CL:0000670,
centripetally migrating follicle cell,centripetally migrating follicle cell,CL:0000671,
Kenyon cell,Kenyon cell,CL:0000673,
interfollicle cell,interfollicle cell,CL:0000674,
female gamete,female gamete,CL:0000675,
cap cell,cap cell,CL:0000676,
gut absorptive cell,gut absorptive cell,CL:0000677,
commissural neuron,commissural neuron,CL:0000678,
glutamatergic neuron,glutamatergic neuron,CL:0000679,
muscle precursor cell,muscle precursor cell,CL:0000680,
radial glial cell,radial glial cell,CL:0000681,
M cell of gut,M cell of gut,CL:0000682,
ependymoglial cell,ependymoglial cell,CL:0000683,
littoral cell of liver,littoral cell of liver,CL:0000684,
cerebrospinal fluid secreting cell,cerebrospinal fluid secreting cell,CL:0000686,
R1 photoreceptor cell,R1 photoreceptor cell,CL:0000687,
perijunctional fibroblast,perijunctional fibroblast,CL:0000688,
myoendocrine cell,myoendocrine cell,CL:0000689,
R2 photoreceptor cell,R2 photoreceptor cell,CL:0000690,
stellate interneuron,stellate interneuron,CL:0000691,
terminal Schwann cell,terminal Schwann cell,CL:0000692,
neurogliaform cell,neurogliaform cell,CL:0000693,
R3 photoreceptor cell,R3 photoreceptor cell,CL:0000694,
Cajal-Retzius cell,Cajal-Retzius cell,CL:0000695,
PP cell,PP cell,CL:0000696,
R4 photoreceptor cell,R4 photoreceptor cell,CL:0000697,
paraganglial type 1 cell,paraganglial type 1 cell,CL:0000699,
dopaminergic neuron,dopaminergic neuron,CL:0000700,
paraganglia type 2 cell,paraganglia type 2 cell,CL:0000701,
R5 photoreceptor cell,R5 photoreceptor cell,CL:0000702,
sustentacular cell,sustentacular cell,CL:0000703,
endothelial tip cell,endothelial tip cell,CL:0000704,
R6 photoreceptor cell,R6 photoreceptor cell,CL:0000705,
choroid plexus epithelial cell,choroid plexus epithelial cell,CL:0000706,
R7 photoreceptor cell,R7 photoreceptor cell,CL:0000707,
leptomeningeal cell,leptomeningeal cell,CL:0000708,
R8 photoreceptor cell,R8 photoreceptor cell,CL:0000709,
neurecto-epithelial cell,neurecto-epithelial cell,CL:0000710,
cumulus cell,cumulus cell,CL:0000711,
stratum granulosum cell,stratum granulosum cell,CL:0000712,
corona radiata cell,corona radiata cell,CL:0000713,
embryonic crystal cell,embryonic crystal cell,CL:0000715,
lymph gland crystal cell,lymph gland crystal cell,CL:0000716,
compound eye cone cell,compound eye cone cell,CL:0000718,
posterior cone cell (sensu Endopterygota),posterior cone cell (sensu Endopterygota),CL:0000719,
anterior cone cell (sensu Endopterygota),anterior cone cell (sensu Endopterygota),CL:0000720,
equatorial cone cell (sensu Endopterygota),equatorial cone cell (sensu Endopterygota),CL:0000721,
cystoblast,cystoblast,CL:0000722,
somatic stem cell,somatic stem cell,CL:0000723,
heterocyst,heterocyst,CL:0000724,
nitrogen fixing cell,nitrogen fixing cell,CL:0000725,
chlamydospore,chlamydospore,CL:0000726,
primary pigment cell,obsolete primary pigment cell,CL:0000727,
secondary pigment cell,obsolete secondary pigment cell,CL:0000728,
tertiary pigment cell,obsolete tertiary pigment cell,CL:0000729,
leading edge cell,leading edge cell,CL:0000730,
urothelial cell,urothelial cell,CL:0000731,
amoeboid cell,amoeboid cell,CL:0000732,
lymph gland plasmatocyte,lymph gland plasmatocyte,CL:0000733,
embryonic gland plasmatocyte,obsolete embryonic gland plasmatocyte,CL:0000734,
lymph gland hemocyte,lymph gland hemocyte,CL:0000735,
embryonic gland hemocyte,embryonic gland hemocyte,CL:0000736,
striated muscle cell,striated muscle cell,CL:0000737,
leukocyte,leukocyte,CL:0000738,
retinal ganglion cell,retinal ganglion cell,CL:0000740,
spinal accessory motor neuron,spinal accessory motor neuron,CL:0000741,
periarticular chondrocyte,periarticular chondrocyte,CL:0000742,
hypertrophic chondrocyte,hypertrophic chondrocyte,CL:0000743,
columnar chondrocyte,columnar chondrocyte,CL:0000744,
retina horizontal cell,retina horizontal cell,CL:0000745,
cardiac muscle cell,cardiac muscle cell,CL:0000746,
cyanophore,cyanophore,CL:0000747,
retinal bipolar neuron,retinal bipolar neuron,CL:0000748,
ON-bipolar cell,ON-bipolar cell,CL:0000749,
OFF-bipolar cell,OFF-bipolar cell,CL:0000750,
rod bipolar cell,rod bipolar cell,CL:0000751,
cone retinal bipolar cell,cone retinal bipolar cell,CL:0000752,
type 1 cone bipolar cell (sensu Mus),type 1 cone bipolar cell (sensu Mus),CL:0000753,
type 2 cone bipolar cell (sensu Mus),type 2 cone bipolar cell (sensu Mus),CL:0000754,
type 3 cone bipolar cell (sensu Mus),type 3 cone bipolar cell (sensu Mus),CL:0000755,
type 4 cone bipolar cell (sensu Mus),type 4 cone bipolar cell (sensu Mus),CL:0000756,
type 5 cone bipolar cell (sensu Mus),type 5 cone bipolar cell (sensu Mus),CL:0000757,
type 6 cone bipolar cell (sensu Mus),type 6 cone bipolar cell (sensu Mus),CL:0000758,
type 7 cone bipolar cell (sensu Mus),type 7 cone bipolar cell (sensu Mus),CL:0000759,
type 8 cone bipolar cell (sensu Mus),type 8 cone bipolar cell (sensu Mus),CL:0000760,
type 9 cone bipolar cell (sensu Mus),type 9 cone bipolar cell (sensu Mus),CL:0000761,
nucleated thrombocyte,nucleated thrombocyte,CL:0000762,
myeloid cell,myeloid cell,CL:0000763,
erythroid lineage cell,erythroid lineage cell,CL:0000764,
erythroblast,erythroblast,CL:0000765,
myeloid leukocyte,myeloid leukocyte,CL:0000766,
basophil,basophil,CL:0000767,
immature basophil,immature basophil,CL:0000768,
basophilic metamyelocyte,basophilic metamyelocyte,CL:0000769,
band form basophil,band form basophil,CL:0000770,
eosinophil,eosinophil,CL:0000771,
immature eosinophil,immature eosinophil,CL:0000772,
eosinophilic metamyelocyte,eosinophilic metamyelocyte,CL:0000773,
band form eosinophil,band form eosinophil,CL:0000774,
neutrophil,neutrophil,CL:0000775,
immature neutrophil,immature neutrophil,CL:0000776,
mesangial phagocyte,mesangial phagocyte,CL:0000777,
mononuclear osteoclast,mononuclear osteoclast,CL:0000778,
multinuclear osteoclast,multinuclear osteoclast,CL:0000779,
multinuclear odontoclast,multinuclear odontoclast,CL:0000780,
mononuclear odontoclast,mononuclear odontoclast,CL:0000781,
myeloid dendritic cell,myeloid dendritic cell,CL:0000782,
multinucleated phagocyte,multinucleated phagocyte,CL:0000783,
plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,
mature B cell,mature B cell,CL:0000785,
plasma cell,plasma cell,CL:0000786,
memory B cell,memory B cell,CL:0000787,
naive B cell,naive B cell,CL:0000788,
alpha-beta T cell,alpha-beta T cell,CL:0000789,
immature alpha-beta T cell,immature alpha-beta T cell,CL:0000790,
mature alpha-beta T cell,mature alpha-beta T cell,CL:0000791,
"CD4-positive, CD25-positive, alpha-beta regulatory T cell","CD4-positive, CD25-positive, alpha-beta regulatory T cell",CL:0000792,
"CD4-positive, alpha-beta intraepithelial T cell","CD4-positive, alpha-beta intraepithelial T cell",CL:0000793,
"CD8-positive, alpha-beta cytotoxic T cell","CD8-positive, alpha-beta cytotoxic T cell",CL:0000794,
"CD8-positive, alpha-beta regulatory T cell","CD8-positive, alpha-beta regulatory T cell",CL:0000795,
"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell","CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CL:0000796,
alpha-beta intraepithelial T cell,alpha-beta intraepithelial T cell,CL:0000797,
gamma-delta T cell,gamma-delta T cell,CL:0000798,
immature gamma-delta T cell,immature gamma-delta T cell,CL:0000799,
mature gamma-delta T cell,mature gamma-delta T cell,CL:0000800,
gamma-delta intraepithelial T cell,gamma-delta intraepithelial T cell,CL:0000801,
"CD8-alpha alpha positive, gamma-delta intraepithelial T cell","CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CL:0000802,
CD4-negative CD8-negative gamma-delta intraepithelial T cell,CD4-negative CD8-negative gamma-delta intraepithelial T cell,CL:0000803,
immature single positive thymocyte,immature single positive thymocyte,CL:0000805,
DN2 thymocyte,DN2 thymocyte,CL:0000806,
DN3 thymocyte,DN3 thymocyte,CL:0000807,
DN4 thymocyte,DN4 thymocyte,CL:0000808,
"double-positive, alpha-beta thymocyte","double-positive, alpha-beta thymocyte",CL:0000809,
"CD4-positive, alpha-beta thymocyte","CD4-positive, alpha-beta thymocyte",CL:0000810,
"CD8-positive, alpha-beta thymocyte","CD8-positive, alpha-beta thymocyte",CL:0000811,
memory T cell,memory T cell,CL:0000813,
mature NK T cell,mature NK T cell,CL:0000814,
regulatory T cell,regulatory T cell,CL:0000815,
immature B cell,immature B cell,CL:0000816,
precursor B cell,precursor B cell,CL:0000817,
transitional stage B cell,transitional stage B cell,CL:0000818,
B-1 B cell,B-1 B cell,CL:0000819,
B-1a B cell,B-1a B cell,CL:0000820,
B-1b B cell,B-1b B cell,CL:0000821,
B-2 B cell,B-2 B cell,CL:0000822,
immature natural killer cell,immature natural killer cell,CL:0000823,
mature natural killer cell,mature natural killer cell,CL:0000824,
pro-NK cell,pro-NK cell,CL:0000825,
pro-B cell,pro-B cell,CL:0000826,
pro-T cell,pro-T cell,CL:0000827,
thromboblast,thromboblast,CL:0000828,
basophilic myeloblast,basophilic myeloblast,CL:0000829,
basophilic promyelocyte,basophilic promyelocyte,CL:0000830,
mast cell progenitor,mast cell progenitor,CL:0000831,
eosinophilic myeloblast,eosinophilic myeloblast,CL:0000832,
eosinophilic promyelocyte,eosinophilic promyelocyte,CL:0000833,
neutrophil progenitor cell,neutrophil progenitor cell,CL:0000834,
myeloblast,myeloblast,CL:0000835,
promyelocyte,promyelocyte,CL:0000836,
hematopoietic multipotent progenitor cell,hematopoietic multipotent progenitor cell,CL:0000837,
lymphoid lineage restricted progenitor cell,lymphoid lineage restricted progenitor cell,CL:0000838,
myeloid lineage restricted progenitor cell,myeloid lineage restricted progenitor cell,CL:0000839,
immature conventional dendritic cell,immature conventional dendritic cell,CL:0000840,
mature conventional dendritic cell,mature conventional dendritic cell,CL:0000841,
mononuclear cell,mononuclear cell,CL:0000842,
follicular B cell,follicular B cell,CL:0000843,
germinal center B cell,germinal center B cell,CL:0000844,
marginal zone B cell of spleen,marginal zone B cell of spleen,CL:0000845,
vestibular dark cell,vestibular dark cell,CL:0000846,
ciliated olfactory receptor neuron,ciliated olfactory receptor neuron,CL:0000847,
microvillous olfactory receptor neuron,microvillous olfactory receptor neuron,CL:0000848,
crypt olfactory receptor neuron,crypt olfactory receptor neuron,CL:0000849,
serotonergic neuron,serotonergic neuron,CL:0000850,
neuromast mantle cell,neuromast mantle cell,CL:0000851,
neuromast supporting cell,neuromast supporting cell,CL:0000852,
olfactory epithelial supporting cell,olfactory epithelial supporting cell,CL:0000853,
interneuromast cell,interneuromast cell,CL:0000854,
sensory hair cell,sensory hair cell,CL:0000855,
neuromast hair cell,neuromast hair cell,CL:0000856,
slow muscle myoblast,slow muscle myoblast,CL:0000857,
fast muscle myoblast,fast muscle myoblast,CL:0000858,
classical monocyte,classical monocyte,CL:0000860,
elicited macrophage,elicited macrophage,CL:0000861,
suppressor macrophage,suppressor macrophage,CL:0000862,
inflammatory macrophage,inflammatory macrophage,CL:0000863,
tissue-resident macrophage,tissue-resident macrophage,CL:0000864,
gastrointestinal tract (lamina propria) macrophage,gastrointestinal tract (lamina propria) macrophage,CL:0000865,
thymic macrophage,thymic macrophage,CL:0000866,
secondary lymphoid organ macrophage,secondary lymphoid organ macrophage,CL:0000867,
lymph node macrophage,lymph node macrophage,CL:0000868,
tonsillar macrophage,tonsillar macrophage,CL:0000869,
Peyer's patch macrophage,Peyer's patch macrophage,CL:0000870,
splenic macrophage,splenic macrophage,CL:0000871,
splenic marginal zone macrophage,splenic marginal zone macrophage,CL:0000872,
splenic metallophillic macrophage,splenic metallophillic macrophage,CL:0000873,
splenic red pulp macrophage,splenic red pulp macrophage,CL:0000874,
non-classical monocyte,non-classical monocyte,CL:0000875,
splenic white pulp macrophage,splenic white pulp macrophage,CL:0000876,
splenic tingible body macrophage,splenic tingible body macrophage,CL:0000877,
central nervous system macrophage,central nervous system macrophage,CL:0000878,
meningeal macrophage,meningeal macrophage,CL:0000879,
choroid-plexus macrophage,choroid-plexus macrophage,CL:0000880,
perivascular macrophage,perivascular macrophage,CL:0000881,
thymic medullary macrophage,thymic medullary macrophage,CL:0000882,
thymic cortical macrophage,thymic cortical macrophage,CL:0000883,
mucosa-associated lymphoid tissue macrophage,mucosa-associated lymphoid tissue macrophage,CL:0000884,
gut-associated lymphoid tissue macrophage,gut-associated lymphoid tissue macrophage,CL:0000885,
nasal and broncial associated lymphoid tissue macrophage,nasal and broncial associated lymphoid tissue macrophage,CL:0000886,
lymph node subcapsular sinus macrophage,lymph node subcapsular sinus macrophage,CL:0000887,
lymph node tingible body macrophage,lymph node tingible body macrophage,CL:0000888,
myeloid suppressor cell,myeloid suppressor cell,CL:0000889,
alternatively activated macrophage,alternatively activated macrophage,CL:0000890,
foam cell,foam cell,CL:0000891,
smooth muscle cell derived foam cell,smooth muscle cell derived foam cell,CL:0000892,
thymocyte,thymocyte,CL:0000893,
DN1 thymic pro-T cell,DN1 thymic pro-T cell,CL:0000894,
"naive thymus-derived CD4-positive, alpha-beta T cell","naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,
"activated CD4-positive, alpha-beta T cell","activated CD4-positive, alpha-beta T cell",CL:0000896,
"CD4-positive, alpha-beta memory T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,
naive T cell,naive T cell,CL:0000898,
T-helper 17 cell,T-helper 17 cell,CL:0000899,
"naive thymus-derived CD8-positive, alpha-beta T cell","naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,
Tr1 cell,Tr1 cell,CL:0000901,
induced T-regulatory cell,induced T-regulatory cell,CL:0000902,
natural T-regulatory cell,natural T-regulatory cell,CL:0000903,
"central memory CD4-positive, alpha-beta T cell","central memory CD4-positive, alpha-beta T cell",CL:0000904,
"effector memory CD4-positive, alpha-beta T cell","effector memory CD4-positive, alpha-beta T cell",CL:0000905,
"activated CD8-positive, alpha-beta T cell","activated CD8-positive, alpha-beta T cell",CL:0000906,
"central memory CD8-positive, alpha-beta T cell","central memory CD8-positive, alpha-beta T cell",CL:0000907,
